,Season,Date,Player,Team,Game,MIN,FGM,FGA,FG3M,FG3A,FTM,FTA,ORB,DRB,RB,AST,STL,BLK,TOV,PF,PTS
28,1,2005-11-01,3798,14,2,28.1667,8,14,3,5,1,3,1,3,4,3,0,1,2,2,20
29,1,2005-11-01,2093,14,2,22.395,1,1,1,1,0,0,2,2,4,0,1,0,0,1,3
30,1,2005-11-01,2470,14,2,26.4667,4,9,1,2,0,0,0,3,3,4,0,0,2,4,9
31,1,2005-11-01,3787,14,2,32.05,10,21,0,3,15,15,3,2,5,3,5,0,2,1,35
32,1,2005-11-01,22,0,2,3.68333,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2
33,1,2005-11-01,1381,0,2,33.35,5,13,1,6,0,0,0,1,1,2,0,0,1,4,11
34,1,2005-11-01,4384,36,1,8.325,2,4,0,1,1,1,1,1,2,0,0,0,0,2,5
35,1,2005-11-01,2204,3,1,35.4217,13,20,4,6,9,9,1,8,9,6,0,0,4,3,39
36,1,2005-11-01,945,0,2,3.16667,0,0,0,0,1,2,0,0,0,0,0,0,0,3,1
37,1,2005-11-01,1188,3,1,24.1233,2,3,0,0,2,2,3,4,7,1,0,1,0,2,6
38,1,2005-11-01,2111,15,0,22.4083,0,1,0,0,0,0,2,4,6,0,0,0,2,4,0
39,1,2005-11-01,597,35,0,9.23333,3,5,1,3,0,0,0,1,1,0,0,0,0,0,7
40,1,2005-11-01,1488,35,0,30.085,8,18,1,4,2,2,1,4,5,3,1,0,4,5,19
41,1,2005-11-01,4462,15,0,5.56667,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2
42,1,2005-11-01,2287,35,0,6.73333,2,3,1,1,0,0,0,1,1,0,0,0,0,0,5
43,1,2005-11-01,1535,15,0,22.535,2,3,0,1,0,0,0,4,4,2,3,0,0,0,4
44,1,2005-11-01,1424,15,0,12.0,2,3,0,0,0,0,0,3,3,3,0,1,1,1,4
45,1,2005-11-01,2758,35,0,21.2333,1,7,0,4,5,6,1,2,3,5,0,0,1,2,7
46,1,2005-11-01,2684,35,0,19.5167,0,1,0,0,0,0,1,5,6,3,1,0,1,1,0
47,1,2005-11-01,256,35,0,29.5833,7,17,1,2,2,2,2,1,3,1,0,1,4,1,17
48,1,2005-11-01,1697,35,0,9.43333,2,3,0,0,0,0,1,0,1,0,0,0,1,1,4
49,1,2005-11-01,2094,35,0,19.6183,0,5,0,2,0,0,1,2,3,0,0,1,2,1,0
50,1,2005-11-01,2208,35,0,15.3983,1,3,0,2,0,0,1,4,5,1,0,2,1,3,2
51,1,2005-11-01,4101,3,1,16.1,5,5,1,1,0,0,0,1,1,0,0,1,0,1,11
52,1,2005-11-01,3196,35,0,26.45,2,7,2,3,2,2,1,5,6,2,1,0,0,0,8
53,1,2005-11-01,774,15,0,29.8017,12,22,4,7,1,1,1,1,2,4,2,0,0,1,29
54,1,2005-11-01,3921,35,0,3.3,0,1,0,1,1,2,0,0,0,1,0,0,1,1,1
55,1,2005-11-01,3986,15,0,32.3833,9,14,0,3,1,2,3,8,11,14,0,1,4,3,19
56,1,2005-11-01,32,3,1,22.3567,0,2,0,1,0,0,0,1,1,1,2,0,2,1,0
57,1,2005-11-01,1796,15,0,5.5,1,2,1,1,2,2,0,0,0,0,0,0,0,1,5
58,1,2005-11-01,2884,3,1,26.0217,1,7,0,0,1,1,0,5,5,5,1,1,0,1,3
59,1,2005-11-01,3318,3,1,28.4,3,6,2,3,1,1,0,4,4,1,1,0,1,0,9
60,1,2005-11-01,4128,3,1,14.5667,1,4,0,0,0,0,0,1,1,1,0,0,0,4,2
61,1,2005-11-01,2392,3,1,29.155,6,10,4,5,2,2,0,3,3,3,0,0,2,2,18
62,1,2005-11-01,668,3,1,34.605,8,16,2,2,7,7,1,1,2,3,1,0,3,3,25
63,1,2005-11-01,1161,36,1,37.65,9,17,3,7,5,5,0,2,2,1,2,1,0,3,26
64,1,2005-11-01,3101,3,1,9.25,0,2,0,1,0,0,0,1,1,1,0,0,0,1,0
65,1,2005-11-01,3683,15,0,5.835,1,4,0,0,0,0,0,0,0,0,0,0,0,1,2
66,1,2005-11-01,1738,15,0,14.125,2,6,2,5,0,0,2,2,4,0,1,1,1,4,6
67,1,2005-11-01,2736,35,0,32.8,5,13,3,5,3,6,4,3,7,0,1,2,2,5,16
68,1,2005-11-01,1272,15,0,25.7817,5,7,2,3,1,2,0,4,4,1,2,0,2,1,13
69,1,2005-11-01,2219,15,0,24.9833,6,15,2,6,9,12,2,10,12,2,3,0,2,3,23
70,1,2005-11-01,66,15,0,25.2333,3,13,2,8,0,0,0,3,3,2,1,0,0,1,8
71,1,2005-11-01,3827,15,0,13.8467,1,3,0,1,0,0,1,1,2,3,0,1,2,2,2
72,1,2005-11-02,1756,43,10,13.7,1,3,0,0,0,0,0,1,1,1,2,1,1,1,2
73,1,2005-11-02,1254,43,10,25.8167,1,8,0,3,5,6,0,1,1,5,0,0,2,1,7
74,1,2005-11-02,2814,43,10,11.95,4,5,2,3,0,0,1,1,2,0,0,0,0,0,10
75,1,2005-11-02,4223,43,10,3.4,0,2,0,0,0,0,0,1,1,0,0,0,0,2,0
76,1,2005-11-02,2302,43,10,24.55,8,12,0,3,2,5,0,2,2,3,0,0,4,5,18
77,1,2005-11-02,2794,43,10,22.9333,4,5,0,0,0,2,3,7,10,0,0,0,1,4,8
78,1,2005-11-02,1194,43,10,30.4,5,14,0,2,4,4,2,3,5,1,2,0,0,5,14
79,1,2005-11-02,3283,43,10,24.15,3,6,0,0,2,2,2,5,7,2,1,0,1,4,8
80,1,2005-11-02,3293,43,10,25.8,2,4,0,0,0,2,0,2,2,1,0,1,0,1,4
81,1,2005-11-02,1111,30,10,24.6667,6,10,0,1,12,16,1,5,6,2,1,0,3,4,24
82,1,2005-11-02,4569,43,10,5.65,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
83,1,2005-11-02,4463,43,10,22.2,3,7,0,0,1,2,2,2,4,2,0,1,4,3,7
84,1,2005-11-02,3701,30,10,13.3833,1,6,0,0,0,1,0,4,4,1,0,0,1,1,2
85,1,2005-11-02,452,30,10,17.85,6,8,0,1,0,0,1,1,2,3,0,0,2,2,12
86,1,2005-11-02,3340,30,10,27.6167,6,9,2,5,0,0,1,6,7,3,0,0,1,4,14
87,1,2005-11-02,676,30,10,35.62,3,9,1,4,2,2,3,3,6,7,2,1,2,2,9
88,1,2005-11-02,2754,30,10,33.1833,9,15,1,3,3,4,0,3,3,2,0,4,0,1,22
89,1,2005-11-02,4481,21,9,10.8333,2,5,0,1,1,1,0,2,2,1,1,0,0,1,5
90,1,2005-11-02,1767,30,10,2.28333,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
91,1,2005-11-02,3962,43,10,29.45,5,11,2,5,4,4,0,6,6,5,1,0,4,3,16
92,1,2005-11-02,316,21,9,36.7617,6,10,1,3,2,4,0,5,5,11,4,0,1,6,15
93,1,2005-11-02,1629,32,8,13.6,2,3,0,1,0,0,0,1,1,0,1,0,0,2,4
94,1,2005-11-02,1549,21,9,8.49667,0,2,0,1,0,0,0,0,0,1,0,0,1,1,0
95,1,2005-11-02,4011,30,10,16.73,3,7,0,2,0,1,0,0,0,2,0,0,1,0,6
96,1,2005-11-02,2389,17,8,29.0583,7,16,4,10,2,3,0,1,1,3,1,0,3,2,20
97,1,2005-11-02,730,17,8,11.525,1,2,0,0,2,2,1,3,4,0,1,0,1,4,4
98,1,2005-11-02,2155,32,8,12.2567,5,5,1,1,0,0,1,0,1,0,0,0,0,1,11
99,1,2005-11-02,1143,32,8,12.1167,0,1,0,0,0,0,0,0,0,4,2,0,4,3,0
100,1,2005-11-02,2210,32,8,37.1867,9,19,1,7,15,16,3,4,7,17,1,0,7,5,34
101,1,2005-11-02,607,32,8,22.2833,3,5,0,0,1,4,2,1,3,3,2,0,1,3,7
102,1,2005-11-02,3030,32,8,32.85,2,8,1,4,0,0,0,6,6,2,1,0,0,2,5
103,1,2005-11-02,174,32,8,34.3433,6,15,2,7,0,0,1,6,7,1,2,0,0,1,14
104,1,2005-11-02,4437,32,8,34.4417,7,15,2,8,3,4,0,5,5,0,1,0,1,1,19
105,1,2005-11-02,3523,32,8,15.2617,2,4,0,1,0,2,0,0,0,2,0,0,0,3,4
106,1,2005-11-02,4665,32,8,25.66,8,11,0,0,0,1,3,6,9,0,0,1,1,2,16
107,1,2005-11-02,4620,21,9,41.225,17,34,0,2,16,17,1,14,15,5,5,4,3,4,50
108,1,2005-11-02,1022,21,9,16.5367,1,3,0,0,0,0,0,1,1,1,0,0,0,2,2
109,1,2005-11-02,886,21,9,27.0517,1,7,0,4,0,0,0,1,1,1,1,0,2,4,2
110,1,2005-11-02,3103,21,9,16.8383,2,8,0,3,0,0,1,0,1,3,0,0,0,1,4
111,1,2005-11-02,2804,21,9,17.74,2,6,0,1,2,2,1,2,3,1,3,0,0,0,6
112,1,2005-11-02,2894,21,9,25.5,4,7,0,0,0,0,1,2,3,3,1,0,2,2,8
113,1,2005-11-02,3913,21,9,10.8667,0,2,0,0,0,0,1,0,1,0,0,0,0,4,0
114,1,2005-11-02,735,21,9,28.15,3,8,2,4,2,2,0,1,1,4,1,1,2,4,10
115,1,2005-11-02,3907,30,10,19.1,3,6,0,0,0,0,1,1,2,2,0,0,1,1,6
116,1,2005-11-02,1129,41,12,33.6,2,9,1,7,4,5,0,6,6,7,2,0,1,2,9
117,1,2005-11-02,3286,30,10,8.53333,2,2,0,0,0,0,1,2,3,0,1,0,2,0,4
118,1,2005-11-02,1652,2,12,19.3167,1,5,0,0,0,2,1,1,2,1,1,0,0,1,2
119,1,2005-11-02,2671,2,12,7.76667,1,3,0,1,0,0,0,1,1,0,0,0,0,2,2
120,1,2005-11-02,959,2,12,8.28333,0,2,0,0,0,0,0,1,1,1,1,1,0,0,0
121,1,2005-11-02,4142,2,12,29.1167,5,10,1,3,0,0,0,3,3,3,0,0,2,3,11
122,1,2005-11-02,2228,2,12,38.7333,13,21,1,2,4,6,1,8,9,5,1,1,1,5,31
123,1,2005-11-02,4698,2,12,21.4167,3,9,0,3,2,2,0,6,6,5,0,0,0,2,8
124,1,2005-11-02,3556,2,12,29.3333,5,13,0,0,4,5,5,5,10,3,1,3,1,0,14
125,1,2005-11-02,2022,2,12,10.3833,2,4,0,0,0,0,1,3,4,0,0,0,0,2,4
126,1,2005-11-02,1493,2,12,18.3333,2,4,0,1,1,1,0,2,2,1,0,0,0,3,5
127,1,2005-11-02,2143,17,8,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
128,1,2005-11-02,2198,41,12,26.44,3,8,0,2,1,1,0,4,4,1,0,0,0,1,7
129,1,2005-11-02,3842,41,12,12.8233,2,4,0,1,0,0,0,2,2,3,0,1,2,1,4
130,1,2005-11-02,909,41,12,14.25,5,6,0,0,5,6,1,2,3,1,0,2,1,5,15
131,1,2005-11-02,1212,41,12,31.8433,6,9,0,0,3,3,4,6,10,3,0,5,2,4,15
132,1,2005-11-02,1783,41,12,34.8433,10,18,0,2,3,3,4,10,14,0,1,1,0,1,23
133,1,2005-11-02,4400,41,12,35.0667,5,15,3,7,4,6,0,1,1,8,2,0,2,2,17
134,1,2005-11-02,1057,41,12,9.43333,0,4,0,0,0,0,0,1,1,2,0,0,0,1,0
135,1,2005-11-02,2003,41,12,12.9333,2,4,0,0,0,0,0,0,0,0,0,0,1,1,4
136,1,2005-11-02,4447,41,12,28.7667,5,12,3,4,0,0,2,8,10,2,0,1,1,4,13
137,1,2005-11-02,1941,2,12,29.8333,4,9,1,1,4,4,2,4,6,3,0,0,3,3,13
138,1,2005-11-02,206,2,12,27.4833,3,12,0,5,0,0,0,2,2,1,0,0,1,1,6
139,1,2005-11-02,2994,34,11,21.6367,3,8,1,5,1,2,0,1,1,3,0,0,2,3,8
140,1,2005-11-02,3606,19,11,14.75,4,7,1,2,0,0,1,4,5,2,0,0,1,1,9
141,1,2005-11-02,2742,19,11,16.4333,6,7,0,0,1,2,2,2,4,3,0,2,1,2,13
142,1,2005-11-02,1901,19,11,27.8467,2,5,1,2,0,0,0,3,3,3,2,0,1,2,5
143,1,2005-11-02,954,34,11,23.0667,9,17,3,8,0,0,2,3,5,0,1,0,2,2,21
144,1,2005-11-02,2635,34,11,24.3867,4,5,0,1,0,0,1,6,7,5,3,0,1,0,8
145,1,2005-11-02,3925,34,11,18.2333,0,1,0,1,0,0,0,0,0,3,1,0,0,3,0
146,1,2005-11-02,1399,19,11,19.5033,4,6,0,0,0,1,4,3,7,2,1,0,4,2,8
147,1,2005-11-02,455,19,11,34.05,7,15,3,4,0,0,4,5,9,6,1,0,3,4,17
148,1,2005-11-02,3148,34,11,25.25,6,15,4,9,0,0,0,4,4,3,2,2,3,3,16
149,1,2005-11-02,4747,19,11,19.45,3,4,0,0,3,4,0,2,2,1,1,2,1,1,9
150,1,2005-11-02,144,30,10,14.8167,3,6,0,3,0,0,2,3,5,2,0,0,0,1,6
151,1,2005-11-02,4599,34,11,3.65333,1,2,0,0,0,0,2,0,2,0,0,0,0,0,2
152,1,2005-11-02,1714,19,11,29.1833,9,15,3,8,0,0,0,5,5,2,2,1,2,2,21
153,1,2005-11-02,2977,34,11,22.2333,5,13,1,6,2,2,1,3,4,2,0,0,2,0,13
154,1,2005-11-02,4479,19,11,32.8167,7,14,2,7,9,9,0,6,6,8,2,0,3,3,25
155,1,2005-11-02,2398,19,11,18.8167,1,8,0,5,2,2,0,1,1,3,4,0,1,1,4
156,1,2005-11-02,4398,34,11,23.585,1,3,0,1,3,4,0,2,2,0,1,0,1,1,5
157,1,2005-11-02,2442,34,11,25.3267,7,12,3,6,2,3,6,4,10,2,0,0,1,4,19
158,1,2005-11-02,2919,34,11,27.5633,6,14,2,5,4,5,1,2,3,3,0,1,2,1,18
159,1,2005-11-02,4191,34,11,21.195,1,7,1,2,4,4,2,3,5,0,0,0,2,1,7
160,1,2005-11-02,1025,19,11,27.15,5,8,1,4,0,0,1,4,5,6,0,4,2,2,11
161,1,2005-11-02,2257,34,11,3.87,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
162,1,2005-11-02,4694,17,8,14.44,2,5,2,4,6,7,0,0,0,2,3,0,1,0,12
163,1,2005-11-02,1635,30,10,26.2167,2,7,2,2,2,2,0,3,3,0,1,0,0,3,8
164,1,2005-11-02,349,17,8,22.0933,6,10,0,0,0,0,4,4,8,2,0,0,2,2,12
165,1,2005-11-02,2150,11,4,39.6167,3,16,2,10,5,6,0,5,5,3,3,0,1,4,13
166,1,2005-11-02,4047,11,4,0.575,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
167,1,2005-11-02,2217,37,4,42.7717,7,14,4,5,7,8,0,8,8,6,0,0,2,2,25
168,1,2005-11-02,1013,37,4,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
169,1,2005-11-02,1511,37,4,36.75,5,15,0,3,10,13,0,2,2,8,3,0,3,4,20
170,1,2005-11-02,528,37,4,10.2283,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0
171,1,2005-11-02,433,37,4,44.0167,7,11,1,2,4,4,0,7,7,7,3,0,3,3,19
172,1,2005-11-02,4271,37,4,34.2167,5,10,1,1,0,0,0,5,5,4,1,0,2,6,11
173,1,2005-11-02,3267,37,4,10.905,3,6,0,0,1,1,1,5,6,0,0,1,1,1,7
174,1,2005-11-02,2374,37,4,21.8967,3,6,1,2,1,3,0,3,3,1,0,0,2,0,8
175,1,2005-11-02,2255,37,4,37.4817,13,19,1,2,3,5,6,10,16,1,2,4,2,4,30
176,1,2005-11-02,2159,25,5,38.2,1,7,0,4,2,4,1,2,3,4,1,0,3,3,4
177,1,2005-11-02,4604,25,5,29.6467,8,14,4,5,4,5,0,1,1,4,0,1,2,5,24
178,1,2005-11-02,4263,25,5,28.0883,1,4,0,2,1,2,1,6,7,1,1,1,0,3,3
179,1,2005-11-02,2232,25,5,32.45,7,17,1,3,3,4,1,2,3,2,0,4,4,2,18
180,1,2005-11-02,4295,25,5,28.7167,4,10,2,2,2,2,4,3,7,1,0,1,1,4,12
181,1,2005-11-02,683,25,5,5.65,0,0,0,0,0,0,0,2,2,0,0,1,0,2,0
182,1,2005-11-02,4093,25,5,24.545,7,12,1,2,4,6,1,10,11,1,0,0,2,1,19
183,1,2005-11-02,4396,25,5,28.1867,5,8,2,4,3,4,1,5,6,0,1,0,0,3,15
184,1,2005-11-02,3727,11,4,34.69,8,14,3,6,0,0,3,6,9,0,0,0,2,3,19
185,1,2005-11-02,3317,11,4,39.12,7,17,2,7,6,6,0,2,2,6,0,1,3,1,22
186,1,2005-11-02,130,11,4,16.4867,0,2,0,0,0,2,3,4,7,1,0,1,0,2,0
187,1,2005-11-02,297,11,4,19.3133,3,9,1,6,0,0,1,4,5,2,0,1,0,2,7
188,1,2005-11-02,3960,17,8,4.61667,0,1,0,1,0,0,0,0,0,3,0,1,0,0,0
189,1,2005-11-02,1666,5,3,33.25,3,10,0,4,0,0,0,1,1,7,1,0,0,0,6
190,1,2005-11-02,495,5,3,36.2667,8,13,1,2,5,5,0,5,5,1,1,0,5,3,22
191,1,2005-11-02,2080,5,3,31.75,7,17,2,8,1,1,4,5,9,3,1,0,2,2,17
192,1,2005-11-02,382,5,3,2.16667,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0
193,1,2005-11-02,698,5,3,38.8167,2,9,0,3,0,0,0,0,0,3,2,0,1,2,4
194,1,2005-11-02,3538,5,3,22.5667,3,8,1,2,2,2,1,8,9,0,1,0,1,3,9
195,1,2005-11-02,2002,5,3,13.7,1,4,0,1,0,0,0,3,3,1,0,0,0,1,2
196,1,2005-11-02,217,5,3,14.75,1,5,0,1,3,4,0,1,1,2,0,0,0,1,5
197,1,2005-11-02,3602,13,5,13.6517,0,3,0,1,0,0,0,2,2,1,0,0,1,1,0
198,1,2005-11-02,1586,5,3,24.15,7,11,0,0,2,6,1,5,6,0,1,0,4,5,16
199,1,2005-11-02,3130,5,3,2.16667,0,1,0,1,2,2,0,0,0,0,0,0,0,0,2
200,1,2005-11-02,819,5,3,5.05,0,1,0,0,0,0,0,1,1,0,1,0,0,2,0
201,1,2005-11-02,1286,37,4,12.55,3,6,2,3,0,0,0,0,0,1,2,0,0,1,8
202,1,2005-11-02,3009,37,4,10.7333,1,3,0,0,0,0,1,4,5,2,0,1,0,1,2
203,1,2005-11-02,3079,11,4,0.926667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
204,1,2005-11-02,1204,11,4,38.4033,8,19,4,9,2,2,0,8,8,2,2,2,2,1,22
205,1,2005-11-02,2183,11,4,40.0033,10,18,5,8,0,0,1,2,3,7,0,1,6,4,25
206,1,2005-11-02,2670,11,4,19.6667,3,5,0,0,0,2,2,4,6,3,0,1,1,3,6
207,1,2005-11-02,3933,11,4,15.755,3,4,1,2,0,0,0,3,3,1,3,1,0,6,7
208,1,2005-11-02,2920,5,3,15.3667,3,4,0,0,2,2,1,2,3,0,0,0,0,5,8
209,1,2005-11-02,2629,13,5,15.2217,4,6,0,1,0,0,1,3,4,1,1,0,1,3,8
210,1,2005-11-02,2245,11,4,0.443333,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
211,1,2005-11-02,3037,17,8,28.4833,3,9,1,4,0,0,2,3,5,1,1,0,1,0,7
212,1,2005-11-02,1898,39,6,22.5333,5,6,0,1,3,3,0,4,4,1,0,0,0,0,13
213,1,2005-11-02,1308,39,6,16.15,0,0,0,0,0,0,0,2,2,7,2,0,1,3,0
214,1,2005-11-02,293,39,6,13.4667,2,5,0,2,0,2,1,2,3,0,1,1,0,1,4
215,1,2005-11-02,3179,39,6,21.85,4,10,0,1,2,4,0,3,3,0,0,2,2,2,10
216,1,2005-11-02,2084,39,6,15.7,4,10,0,0,0,0,1,2,3,0,0,1,3,2,8
217,1,2005-11-02,1218,39,6,31.9333,3,6,2,4,2,2,1,4,5,2,2,1,0,1,10
218,1,2005-11-02,2250,24,7,39.3833,7,19,2,6,4,7,1,3,4,4,2,0,1,3,20
219,1,2005-11-02,1764,24,7,16.5283,2,3,0,1,3,3,0,1,1,1,0,0,1,2,7
220,1,2005-11-02,4718,24,7,14.1667,1,5,0,0,1,2,2,1,3,2,0,0,0,1,3
221,1,2005-11-02,3453,24,7,25.2333,2,7,0,2,3,4,1,2,3,1,0,0,1,1,7
222,1,2005-11-02,4513,24,7,35.1,5,12,2,3,0,0,2,6,8,4,1,1,3,1,12
223,1,2005-11-02,2781,24,7,37.5,4,12,0,2,8,8,2,2,4,5,0,2,4,1,16
224,1,2005-11-02,682,24,7,35.815,7,14,0,0,3,4,5,9,14,3,2,0,1,3,17
225,1,2005-11-02,1384,17,8,26.5667,3,12,2,9,0,0,0,3,3,1,0,1,0,5,8
226,1,2005-11-02,2061,17,8,29.1833,9,11,0,1,0,1,0,7,7,6,0,1,2,4,18
227,1,2005-11-02,1007,17,8,23.6667,4,6,1,2,0,0,0,3,3,0,0,0,1,0,9
228,1,2005-11-02,4537,13,5,13.5167,1,6,0,1,0,0,1,1,2,0,0,0,0,0,2
229,1,2005-11-02,1344,17,8,23.3333,2,5,0,1,1,2,3,2,5,2,1,1,0,1,5
230,1,2005-11-02,1881,17,8,24.5833,8,12,2,3,7,7,1,2,3,1,3,0,4,3,25
231,1,2005-11-02,1612,39,6,31.85,5,11,2,6,0,0,0,4,4,9,0,0,0,1,12
232,1,2005-11-02,3450,39,6,27.45,2,12,0,4,1,2,1,6,7,2,0,0,2,3,5
233,1,2005-11-02,2320,24,7,36.2733,6,17,2,4,0,0,2,6,8,0,0,1,0,3,14
234,1,2005-11-02,2802,39,6,22.4167,6,16,1,3,7,8,0,7,7,0,0,2,4,4,20
235,1,2005-11-02,2867,13,5,33.4483,1,5,0,1,2,5,1,3,4,8,0,0,2,4,4
236,1,2005-11-02,247,13,5,33.8333,6,14,3,6,4,5,0,5,5,3,1,0,2,3,19
237,1,2005-11-02,3,39,6,11.8667,2,2,0,0,2,2,1,2,3,0,0,3,1,3,6
238,1,2005-11-02,885,13,5,15.3817,1,4,0,1,1,2,0,1,1,0,0,1,0,3,3
239,1,2005-11-02,3299,13,5,34.0183,5,10,0,1,2,2,5,9,14,2,2,1,0,3,12
240,1,2005-11-02,448,13,5,36.4783,9,20,2,5,1,1,2,2,4,5,1,1,2,3,21
241,1,2005-11-02,2258,25,5,24.5167,3,8,1,2,0,0,2,3,5,6,3,3,1,2,7
242,1,2005-11-02,4268,13,5,34.4833,7,14,1,1,10,14,4,3,7,0,0,1,2,1,25
243,1,2005-11-02,2618,16,6,16.35,2,5,1,3,0,0,0,4,4,0,0,0,0,2,5
244,1,2005-11-02,1891,16,6,35.55,7,16,0,0,2,2,2,3,5,1,3,0,2,4,16
245,1,2005-11-02,2648,13,5,9.96667,2,4,0,0,0,0,1,1,2,0,1,1,0,2,4
246,1,2005-11-02,522,16,6,21.5167,1,6,1,5,2,2,0,1,1,0,0,0,1,2,5
247,1,2005-11-02,1122,16,6,26.05,4,16,0,5,2,3,2,3,5,1,0,1,3,2,10
248,1,2005-11-02,610,16,6,20.05,4,7,2,5,0,0,1,4,5,1,1,0,0,1,10
249,1,2005-11-02,562,16,6,14.8533,2,5,0,1,0,0,0,1,1,4,0,0,0,1,4
250,1,2005-11-02,2511,16,6,13.4,1,2,1,1,0,0,0,1,1,0,0,0,2,3,3
251,1,2005-11-02,353,16,6,31.855,0,2,0,0,1,4,2,5,7,3,2,1,0,3,1
252,1,2005-11-02,336,16,6,36.3833,11,21,1,2,9,11,1,11,12,9,0,0,2,2,32
253,1,2005-11-02,1634,16,6,23.9917,7,14,0,0,3,4,5,7,12,0,1,1,0,3,17
254,1,2005-11-02,301,39,6,24.7833,3,6,2,3,1,2,0,2,2,0,0,0,0,2,9
255,1,2005-11-03,2470,14,15,25.2333,0,6,0,1,4,4,0,0,0,2,1,0,0,1,4
256,1,2005-11-03,676,30,15,35.7333,3,7,0,2,1,2,1,3,4,9,1,0,1,1,7
257,1,2005-11-03,2666,23,16,4.21667,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2
258,1,2005-11-03,3871,14,15,16.3333,5,6,0,0,2,2,2,3,5,2,2,1,0,3,12
259,1,2005-11-03,4197,14,15,22.7667,2,7,2,4,0,0,0,1,1,1,0,0,0,1,6
260,1,2005-11-03,4222,26,16,30.1,4,9,0,0,3,4,7,12,19,2,1,3,3,2,11
261,1,2005-11-03,4103,14,15,19.3667,3,9,2,6,0,0,0,3,3,5,0,1,1,2,8
262,1,2005-11-03,373,14,15,24.2167,5,6,0,0,2,2,4,3,7,0,0,4,0,4,12
263,1,2005-11-03,3787,14,15,34.9167,11,21,1,5,7,7,0,3,3,5,5,0,1,5,30
